,total_households,total_individuals,dw_00,dw_01,dw_02,dw_03,dw_04,dw_05,dw_06,dw_07,dw_08,dw_09,dw_10,dw_11,psa_00,psa_01,psa_02,psa_03,psa_04,stv_00,stv_01,car_00,car_01,lln_00,lln_01,lan_00,lan_01,lan_02,lan_03,lan_04,lan_05,lan_06,lan_07,lan_08,lan_09,lan_10,lan_11,lan_12,lan_14,pg_00,pg_01,pg_02,pg_03,pg_04,lgt_00,pw_00,pw_01,pw_02,pw_03,pw_04,pw_05,pw_06,lat,lon,NL,ADM1_PCODE,ADM1_ID,ADM1_EN,ADM2_PCODE,ADM2_ID,ADM2_EN,ADM2_TYPE,ADM3_PCODE,ADM3_ID,ADM3_EN,ADM3_TYPE,ADM4_EN,x_cordinate,y_cordinate,z_cordinate,target
0,0.00642079088828396,0.006879334151879174,0.023638771315507266,7.768193813008337e-05,0.0011961645694791867,0.0006274343869778939,0.0,0.0010173560023934336,0.0024973100052622607,0.00846687991746942,0.0011941857034434304,0.0029254831400197055,0.00832092051243266,0.0059572328061148596,0.015279459101201511,0.02145355665116676,0.003582981300586656,0.004598760443548998,0.01723101997153073,0.018721424124530258,0.017001815887324932,0.016281769962269294,0.01765693106956441,0.013686614384256002,0.018191547123880377,0.06934256250621519,0.0016968627411114057,0.0003843042068573337,0.010363751186827386,0.0,3.782134265805546e-05,0.005841201340749692,0.00041142338800048787,0.01056918917136457,5.893517388422685e-05,5.472433021712451e-05,0.0005456086813872951,0.0020517460450032153,0.002982098845160284,0.007502193107513492,0.07159924369081763,0.0010005568429233692,0.007432262010008482,0.0034977128401108676,0.020107875436390057,0.02966926177253117,0.009928452333522486,0.0018626751064309325,0.0007570298484035423,0.0037004656386892655,0.0,0.0011268206832040382,-0.02072781357941546,0.01618715814697381,0.0002134438197781153,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005012689242122084,0.00047030109103650186,0.012551987171773643,0.0,0.0,0.00552845574879537,0.008450930426988352,0.0253180003089667,16.7737569179
1,0.006660611227391015,0.007869057188179878,0.01764197388617015,0.00011508141553740995,0.0009591085775524711,0.0,0.0013584201431093045,0.0009807252951480625,0.003289872315825141,0.03324437980173189,0.02245087614070799,0.001540207108192309,0.00728555295895334,0.0058019658452845,0.017043362342490553,0.019402773814559408,0.0,0.009794618514581096,0.019629773486931866,0.006844911072977183,0.021268720393336576,0.008603330694837357,0.020795306211242707,0.007706142879711245,0.019263445456079137,0.07323400015999236,0.0011616193051710618,6.555233506283895e-05,0.0022887139944307573,3.4097478148510276e-05,0.00011793777683673882,0.0024896805251293686,0.0019918294435536505,0.004747804342700731,0.0002054002779603078,0.00014630234441941357,0.0,0.0018404553652598419,0.012318208410615174,0.014658445909305151,0.035344886370334574,0.0008678480396717655,0.0016123219221920054,0.006649388912130329,0.02097906270506593,0.012355752378732376,0.02675909577800566,0.001767380192916173,0.0038718360687055036,0.028047131722597506,0.0137683348120353,0.0003600821889260742,-0.020334686553614475,0.016202206097500362,0.0023444846790704648,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005012689242122084,0.00047030109103650186,0.012551987171773643,0.0,0.0006541967336829683,0.022844313712943997,0.026222603469578283,0.019190694181335614,21.4966612115
2,0.009216669925383421,0.008497278825407921,0.02051770559809362,0.00041489931695749344,0.0019370980306785434,0.0036974210829789755,0.004565452584523588,0.0007087408204683209,0.0029040189610835153,0.006089877979827536,0.019198337051328153,0.0,0.0,0.0030060239156728826,0.01094819144573152,0.023892408667624813,0.009313991016243202,0.009784788173577124,0.016247348338357257,0.010948275639143166,0.019794494357362778,0.016192117490622198,0.017693574335026007,0.011519311746440998,0.018579999452610386,0.047083459589258456,0.0021995675086557967,0.0003129984992692163,0.02263822838558807,0.00019426439473574334,0.00017111744519879236,0.01136821745846909,0.009020627117216419,0.00913262196230857,2.584395545444607e-05,0.0001145845522376276,0.00018677514512233066,0.0018931759836545942,0.0009657140729299741,0.014113260261759904,0.01960768672672764,0.0005121565508875149,0.017053815487716326,0.00601271991443585,0.01806826471236956,0.012918995290819427,0.022423232763229807,0.007743485537064456,0.015300006520717873,0.005085498285394367,0.0010249754887184763,0.003563314982744992,-0.020350723374821918,0.016422327635491764,0.0,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005012689242122084,0.00047030109103650186,0.012551987171773643,0.0,0.0013083934673659367,0.02389082315662747,0.02605080364489338,0.01957669235775528,10.9314246705
3,0.0066751636729319285,0.006699742844507995,0.016704715680713546,0.0,0.0013354388848480388,0.0,0.00048017556589017636,0.027610977099834268,0.0022825768606364156,0.018542159441954833,0.032334626466993636,0.0,0.0,0.0021346595867699934,0.016514874430992782,0.02093767474390788,0.0110274487717051,0.0033276979347461474,0.01665875493799381,0.005796585460506805,0.021645354954356346,0.0076062523856906365,0.021202837699185215,0.003358210377096915,0.02004273879348964,0.061924629294228116,0.0008982499012246157,0.00023752387406933434,0.017583144676398103,0.00027286980645167537,0.00015476049477848347,0.007925961767966203,0.0024722804041282624,0.00888693421171228,9.139060245088844e-05,0.0,2.1694389860629056e-05,0.005615276753416801,7.655089765135802e-05,0.015279401838018564,0.0335426645176011,0.00042414041168649326,9.738097081454774e-05,0.00888540080419138,0.02156718726620856,0.027062434187121974,0.014575053794918101,0.0002508671411653404,0.0,0.000328638983676611,0.0,0.00043674825990498516,-0.020511180819664142,0.016323360423076295,0.0014900930109427576,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005012689242122084,0.00047030109103650186,0.012551987171773643,0.0,0.001962590201048905,0.016549724059034963,0.021423013061061306,0.02283954104627204,23.1192572359
4,0.0066357717155505315,0.007777811352326621,0.024062368012888576,6.012126579449126e-05,0.0003208995872286443,0.0005545001100277312,0.004130985701716864,0.0006066431350007487,0.0021649246638411027,0.0024620978943286406,0.0022732790973291326,0.009009235255545568,0.0,0.0004877336868946569,0.011550232281025495,0.018266029588448147,0.01883296822860966,0.0023634017068039415,0.03958567010417393,0.022849683041350807,0.015518645995817008,0.02406078329598761,0.014477448726469609,0.015382944852943536,0.017887508587978596,0.03518465473316879,0.0019741229962707864,0.0001683002468858843,0.02479468457296256,0.0002847102833290173,0.00017525666266148554,0.011312881242213376,0.0052763556847993795,0.008781955257917563,2.65960075362529e-05,9.465248620072562e-05,0.00013251223288139423,0.003226220447594441,0.08440360766452075,0.015814090870277627,0.01648382251513592,0.0010622050804680735,0.010889690175202017,0.00886444752808686,0.020937886126666545,0.030804360353833923,0.009033895301884533,0.0009047699348862324,0.0012914520629431117,0.0006333988669787742,0.00048559964393395853,0.0015366271993402416,-0.020537249089929877,0.016550642939780185,0.0,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005012689242122084,0.00047030109103650186,0.012551987171773643,0.0,0.0026167869347318734,0.015419000517039608,0.020211316102446714,0.02325992488990623,13.6522518959
5,0.0075010582400399295,0.007407241726113528,0.019411180537499254,5.31859673033994e-05,0.0012798124696573351,0.0,0.0,0.0010733273524020054,0.016855127964365557,0.02422104288093064,0.013730648630874904,0.0,0.0,0.0025641688514764695,0.015869622588792265,0.019981288846064593,0.003261124293420495,0.00948362200899177,0.020210405575758688,0.008924698243413128,0.020521510062277506,0.013212062409637624,0.01891159930875508,0.010050696728774108,0.018843223846687494,0.018939638430168805,0.0017748391764209896,0.0008041063916178535,0.04781858660346977,0.0006005816940508827,0.0003096721865901708,0.01533394454768617,0.01573376995502081,0.014168247988704844,0.00011412202619014547,5.082416903219113e-05,0.0002544947436511901,0.004569141010729766,0.019040775017068638,0.017509331576245464,0.007190688988339405,0.0008870206300631031,0.010402598282390828,0.00532592914462104,0.020850988395336556,0.010859494595242448,0.028483255758899564,0.0025649253557257384,0.005521161244170031,0.0011170367645968625,0.01744071330542072,0.0034362425408010944,-0.02033996511140476,0.01662930197321254,0.0010703972554746974,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005012689242122084,0.00047030109103650186,0.012551987171773643,0.0,0.0032709836684148416,0.02340861609262682,0.026172146045847108,0.019318873807559974,25.249880265999998
6,0.007540301377923546,0.007279563879335924,0.022994750818175168,0.0006298193623175583,0.0006407629620227543,0.0005342790452216676,0.00042508252440720063,0.0014124507149229817,0.016729913182677365,0.0034097328129548323,0.0036629247513119334,0.0007463730990804871,0.007633535293297732,0.00042922546821029804,0.014769227823150525,0.021351903754821693,0.0041089047111118404,0.005169238628259287,0.018689119301306106,0.011138225391448075,0.01972625063544647,0.013291242385584424,0.018879236420989064,0.01221910078297698,0.01845457410770508,0.016078294378085778,0.0017787888973468413,0.0003206681236707623,0.029260194945003485,4.802706797033053e-05,0.00014279206088120436,0.04635329719170078,0.00041140457018610876,0.04015953570746137,0.0,0.0,8.002194757717658e-05,0.002184269534905187,0.007679440535643763,0.016942502242944982,0.006451005091656473,0.0007231475598600901,0.013906183189354129,0.003864205930894054,0.020227322134289533,0.01871433700632786,0.021884069862539064,0.0030514483484751598,0.0010173308601358604,0.00024967606206571715,0.0018335368882342014,0.0017600218107581224,-0.02069889616741606,0.017075239534496713,0.0006005882934422,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005213196811806968,0.0007054516365547528,0.010894177545312972,0.0,0.0,0.004309071352815376,0.01049184610894377,0.025124074872209464,19.9845852549
7,0.008491422279886113,0.008030978845125247,0.02253100400374577,0.0004178824749185988,0.0004927769455240419,0.0010675858498418133,0.0003019204495652303,0.0013382292849324622,0.004123231793071949,0.01798610993697652,0.003135469973108599,0.001075476581445631,0.0,0.0007623714080940596,0.014356682669713221,0.021514474023047094,0.006130329269966995,0.003585738292031751,0.0195048939684276,0.018956595547199598,0.01691732526295419,0.013005157992367499,0.01899616645283841,0.01164447699594197,0.01855756569933736,0.03296402929938925,0.002094129487705962,0.00045793736990654436,0.028752096221420272,0.0004582506601535515,0.00014912382645932833,0.028244389074024618,0.0007978548005608614,0.014700471815687052,0.00010422723324740887,9.622443431284013e-05,0.000318607034167131,0.0053208580196417365,0.015390651576599848,0.013896940490799734,0.028645564823159615,0.0008760911693874465,0.010489024077642047,0.00954840404868,0.02020779802853419,0.017536632202765502,0.023407971509782344,0.002145195300424738,0.0016916238217349684,0.0006279357173421456,0.00037948042519696186,0.002200562718219159,-0.02097005668387809,0.01696096945130482,0.0,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005213196811806968,0.0007054516365547528,0.010894177545312972,0.0,0.0006541967336829683,0.004790756733304478,0.009502553727089825,0.02522425277246143,16.5110805718
8,0.007757170000267479,0.007870403132480072,0.023093425969250684,0.00025705949380665824,0.0008035196464463102,0.0005193421386934797,0.0007436970337008768,0.00041508060432055287,0.0025062584755427522,0.006481358316806736,0.006760326626697733,0.002047988963477802,0.003255919132185018,0.000507055534559788,0.017769007841390773,0.01923155155142972,0.003186188795961788,0.006306308978802745,0.01961932917276919,0.015149570086071826,0.01828508480854429,0.012918443799095592,0.019031608768537843,0.014782533745683092,0.017995122120459603,0.016110332861541118,0.003471438787119088,0.00040061542229470474,0.08423670501803432,0.00025286242995219366,7.790440381080384e-05,0.022443929693857667,0.0005333369813563109,0.028879644292897043,5.666833552710421e-05,7.348608744733908e-05,0.0,0.004263826718704375,0.01785508943750521,0.01685233589158487,0.01304498971620993,0.001674369306195634,0.00844708692078455,0.007155423258718682,0.02040571672199909,0.017779650607814758,0.024609162314097453,0.0007704075221231548,0.0016239203635969627,0.0006264852632404246,0.0,0.000766229164513094,-0.021272439649936713,0.017102330566725048,0.0,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005213196811806968,0.0007054516365547528,0.010894177545312972,0.0,0.0013083934673659367,0.011555842445701287,0.024926915129375664,0.020926050677924066,25.9621166749
9,0.0068083989585583276,0.006638535097762811,0.02234331143507938,0.000480097313651364,0.00198871833878845,0.0,0.0021762668064514074,0.002104750732497198,0.010776835833317608,0.0072657111153568744,0.0006989483803490746,0.012921726627707072,0.003709641408705974,0.019415736209175857,0.014962788995482533,0.020497940739935522,0.0036387458792927125,0.008339764679264738,0.02067402237727292,0.022620817959881197,0.015600870925234633,0.01710408999835686,0.017320827771761763,0.01740281316907751,0.017525481366934267,0.04245409080736047,0.00300318279744452,0.0003905453714838689,0.044609054362736,0.00016890716823205197,8.10280493448151e-05,0.013842525804182885,0.0002609583011059958,0.008455826457854107,9.241707484052591e-05,3.098642459073843e-05,0.00010704410805745606,0.003953595994653536,0.020782054054312854,0.011104389001980882,0.04382377491438612,0.0009731179178171511,0.011319345525960565,0.017957338080934665,0.020520218916125106,0.022631151960629457,0.01976526618676788,0.00019683984444788627,0.0007026869688874198,0.0,0.00042020061987625376,0.00018072966238753878,-0.02124328148875879,0.016590867040517664,0.0,0.0050674012904071124,0.0,0.0,0.003954901685968986,0.0,0.030430881016836168,0.0,0.005213196811806968,0.0007054516365547528,0.010894177545312972,0.0,0.001962590201048905,0.019643971394217984,0.024112255104082984,0.021527525952970535,21.744166399
